PMID,Journal,Year,Animal,Disease,Type,Acupoints,Mechanism,Site
36760604,Front Mol Neurosci,2023,Rat,Perioperative hypothalamus-pituitary-adrenal axis dysfunction (surgical trauma),EA,"ST36, SP6",Neuroendocrine circRNA-miRNA-mRNA networks and HPA axis regulation,ST36
36753045,Mol Neurobiol,2023,Rat,CFA-Induced Inflammatory Pain,EA,"ST36, SP6",PD-L1/PD-1-SHP-1 pathway upregulation,ST36
35389158,Purinergic Signal,2023,rat,Irritable bowel syndrome (IBS),EA,"ST36, SP6",Inhibition of P2X7 receptor in spinal cord astrocytes to downregulate NMDA receptor,ST36
35478452,Purinergic Signal,2023,rat,bone cancer pain,EA,"ST36, BL60",Regulation of peripheral P2X3 receptor,ST36
35585798,Acupunct Med,2023,rat,Rheumatoid arthritis,MA,ST36,Inhibition of M1 macrophage polarization and enhancement of Treg cell populations,ST36
35957508,Acupunct Med,2023,rat,Visceral Hypersensitivity,EA,ST36,Endogenous cannabinoid system modulation,ST36
35218450,Purinergic Signal,2023,Rat,Diabetes-induced hyperalgesia / Diabetic neuropathic pain (DNP),EA,"ST36, BL60",Downregulation of P2X4 and P2X7 receptor expression in DRG,ST36
35113324,Purinergic Signal,2023,rat,Arthritis,MA,ST36,Elicitation of transient extracellular ATP (eATP) mobilization in acupoints,ST36
36039902,Acupunct Med,2023,rat,acute lung injury,EA,"ST36, LI11",Macrophage M2 phenotype polarization promotion,ST36
36255337,Acupunct Med,2023,mouse,sepsis-associated cognitive dysfunction,EA,ST36,"Neuronal pyroptosis alleviation (NLRP1, caspase-1, GSDM D downregulation)",ST36
36263700,Acupunct Med,2023,mouse,alcoholic liver injury,EA,"ST36, BL18",ASGPR expression regulation and liver reserve function improvement,ST36
36356944,J Clin Periodontol,2023,mouse,Periodontitis,EA,ST36,"Macrophage, neutrophil, and oral microbiota regulation",ST36
36357746,Neurochem Res,2023,Rat,Cerebral Ischemia-Reperfusion Injury (CIRI),EA,"GV20, SP6, ST36",Nrf2/HO-1 signaling pathway modulation and microglia polarization,ST36
36382345,CNS Neurosci Ther,2023,mouse,Alzheimer's disease,EA,ST36,Melatonin signaling restoration,ST36
36383326,Metab Brain Dis,2023,rat,Subarachnoid hemorrhage,EA,"GV14, GV20, ST36",Oligodendrocyte progenitor cell (OPC) differentiation and remyelination promotion,ST36
36517637,Metab Brain Dis,2023,rat,brain injury,EA,"LI 11, LI4, GV20, CV4, ST36, KI1",Inhibiting excessive autophagy via IL-10 production and blocking AMPK/mTOR signaling,ST36
36647427,Oxid Med Cell Longev,2023,Mouse,intestinal disease,EA,"ST36, LI4",HO-1/PINK1 pathway-mediated mitochondrial dynamics regulation,ST36
36648299,Stem Cells,2023,Mouse,Chronic Neuropathic Pain,EA,"ST36, SP6",Tet1-mediated restoration of adult neurogenesis,ST36
35475376,Acupunct Med,2023,mouse,Premature ovarian failure (POF),EA,"CV4, ST36, SP6",Inhibition of ac4C modification of P16 mRNA to alter P16/CDK6/CCND1 axis activity,ST36
36713031,Oxid Med Cell Longev,2023,Rat,Inflammatory Bowel Disease (IBD) induced Visceral Pain,EA,"ST36, ST37",Glutamatergic pathway modulation in the prefrontal cortex,ST36
36722266,Front Biosci (Landmark Ed),2023,Rat,Acute ankle arthritis,MA,ST36,Mast cell-associated serotonin (5-HT) release mediating ATP secretion via 5-HT1A receptors,ST36
36030144,Neuromodulation,2023,mouse,Neuropathic pain,EA,"GB30, ST36",Spinal SIRT3 upregulation and CaMKIIα phosphorylation inhibition,ST36
36959872,Front Mol Neurosci,2023,Rat,Knee osteoarthritis (KOA),EA,"ST36, GB34",Activation of local sympathetic noradrenergic signaling,ST36
37248211,Cell Death Dis,2023,Mouse,Depression (chronic unpredictable mild stress (CUMS)-induced),EA,ST36,Prevention of astrocyte atrophy and Ezrin downregulation,ST36
37946472,J Tradit Chin Med,2023,Mouse,Collagen-induced arthritis (CIA),EA,"ST36, SP6",Adenosine A2AR-mediated alteration of p38α MAPK signaling,ST36
37651803,Biomed Pharmacother,2023,Mouse,HFD-induced obesity,EA,"CV12, ST25, CV4, ST36",Regulation of the PI3K/Pten/Thbs1 signaling pathway,ST36
37679857,Cereb Cortex,2023,Mouse,Pain-related aversive memory behaviors,EA,"ST36, SP6",Activation of KOR and inhibition of GABAergic neurons in the insular cortex,ST36
37679983,J Tradit Chin Med,2023,Rat,Adjuvant arthritis (AA),EA,"GB39, ST36",Inhibition of the Notch1 signaling pathway,ST36
37700911,Front Behav Neurosci,2023,Mouse,post-ischemic depression (PID),EA,"GV20, ST36",Prevention of astrocytic structural aberrations,ST36
37256145,Front Immunol,2023,Mouse,Rheumatoid arthritis (RA) (antigen-induced arthritis (AIA) model),MA,ST36,Unknown,ST36
37723951,Curr Alzheimer Res,2023,Mouse,Neurological disorder,MA,"CV6, CV12, CV17, ST36, SP10",Inhibition of the RhoA/ROCK pathway,ST36
37829255,Transl Neurosci,2023,Rat,"Cerebral ischemia, ischemic stroke",EA,"GV20, ST36",Inhibition of the HMGB1/RAGE signaling pathway,ST36
37857016,Aging (Albany NY),2023,Rat,"Anesthesia/surgery-induced cognitive decline, postoperative cognitive dysfunction (POCD)",EA,"PC6, LI4, ST36, GV20, GV14",Activation of CREB via the ERK/MAPK pathway,ST36
37925937,Biomed Pharmacother,2023,Rat,Perinatal nicotine exposure-induced offspring lung dysplasia,EA,ST36,Modulation of the Wnt/β-catenin signaling pathway,ST36
38006398,Aging (Albany NY),2023,Mouse,colorectal cancer,EA,"ST36, ST40",SIRT1/miR-215/Atg14 axis regulation,ST36
37635258,Chin Med,2023,Mouse,sepsis,EA,ST36,Driving endogenous circulating serum exosomes and miRNAs,ST36
38213597,Heliyon,2023,Rat,Immunosenescence (D-galactose-induced aging),EA,"ST36, CV4, GV20",HSP70 expression enhancement,ST36
38188034,Front Neurosci,2023,Rat,"Chronic pain, Negative emotions, Hyperalgesia",EA,"ST36, BL60, GV20, GV24",VTA dopamine neuron activation,ST36
38015764,Physiol Res,2023,Rat,chronic inflammatory pain,EA,"ST36, BL60",Reduction of oxidative stress and ROS,ST36
38026466,J Pain Res,2023,Rat,cervical spondylosis radiculopathy,EA,"EX-B2, BL17, ST36",MAPK signaling pathway inhibition,ST36
38029846,Brain Res Bull,2023,Rat,cerebral ischemia,EA,"GV20, ST36",RhoA/ROCK-2 signaling pathway inhibition,ST36
38162554,Med Acupunct,2023,Gerbils,Ischemic stroke / Global cerebral ischemia,"MA, EA","ST36, SP6",Unknown,ST36
38145382,J Vis Exp,2023,Mouse,Chronic Hypoxia-Induced Cognitive Dysfunction,EA,"GV20, GV24, ST36",Unknown,ST36
38089431,Diabetes Metab Syndr Obes,2023,Mouse,Type 2 Diabetes Mellitus (db/db mice model),EA,"BL13, BL20, BL23, LI4, ST36, SP6, LR3",Gut microbiota and bile acid metabolism regulation,ST36
38057703,BMC Neurosci,2023,Rat,Ischemic Stroke (MCAO/R model),EA,"LI11, ST36",miR-212-5p modulation,ST36
37647680,Int Immunopharmacol,2023,Mouse,Experimental autoimmune encephalomyelitis (EAE),EA,ST36,"Regulation of stem cell proportions (NSCs, HSCs, MSCs)",ST36
37935442,Mol Hum Reprod,2023,Rat,Intrauterine adhesion (IUA),EA,"CV4, SP6, ST36",Regulating autophagy and suppressing NF-κB,ST36
37572879,Neuroscience,2023,Mouse,Persistent inflammatory pain (CFA-induced),EA,"ST36, SP6",Activation of peripheral FPR2/ALX and IL-10 increase,ST36
37292305,Heliyon,2023,Mouse,Alzheimer's disease (AD),EA,"ST36, ST25",Inhibition of NLRP3 inflammasome activation,ST36
37436613,Neurochem Res,2023,Mouse,"Surgical Trauma, Hypothalamic-Pituitary-Adrenal Axis Dysfunction",EA,ST36,Activation of the hypothalamic oxytocin/oxytocin receptor pathway,ST36
37438919,Exp Biol Med (Maywood),2023,Mouse,Ulcerative colitis (UC),MA,ST36,Negative regulation of matrix metalloproteinases,ST36
37562442,Neurospine,2023,Rat,Spinal cord injury (SCI),EA,"ST36, EX-B2",Downregulation of MiR-106b-5p and targeting Beclin-1,ST36
37414302,Brain Res Bull,2023,Rat,collagen-induced rheumatoid arthritis (CIA),EA,ST36,Unknown,ST36
37401033,CNS Neurosci Ther,2023,Mouse,"Chronic neuropathic pain (induced by spared nerve injury - SNI), anxiety-like behaviors",EA,"ST36, SP6",Regulation of the rACC-DRN neural circuit,ST36
37464384,Chin Med,2023,Mouse,Gout arthritis,EA,"ST36, BL60",Suppression of ROS-mediated NLRP3 inflammasome activation,ST36
37466544,An Acad Bras Cienc,2023,Mouse,nociception and inflammation,MA,"LI11, ST36, GB34, BL60",Reduction of nociception and inflammation,ST36
37388496,IBRO Neurosci Rep,2023,Rat,Depression-like behavior (tail suspension test induced),EA,ST36,Slowing of solute entry via glymphatic system modulation,ST36
37468738,Mol Neurobiol,2023,Rat,Pain memory and related anxiety-like behaviors,EA,ST36,Activation of kappa opioid receptors and inhibition of GABAergic neurons,ST36
37309759,Curr Neurovasc Res,2023,Rat,Neurological disorder,EA,"GV20, ST36","Regulation of hypothalamic 5-HT, 5-HTT, and 5-HT2A",ST36
37296436,J Orthop Surg Res,2023,Mouse,Spinal cord injury (SCI)-induced motor dysfunction,MA,"GV14, GV4, ST36, BL32, EX-B2(T7-T12)",Inhibition of the NLRP3-IL-18 signaling pathway,ST36
37481143,Brain Res Bull,2023,Rat,Post-traumatic stress disorder (PTSD),EA,ST36,Activation of lateral hypothalamic orexin neurons and OXR1,ST36
37258449,J Integr Neurosci,2023,Rat,Focal Cerebral Ischemia (FCI),EA,"GV20, ST36",Upregulation of Gas7 and NGF expression,ST36
37497536,Front Microbiol,2023,Rat,Portal hypertension (PHT) induced by bile duct ligation (BDL),EA,ST36,Downregulation of aortic angiogenesis signaling,ST36
37555014,J Inflamm Res,2023,Mouse,Cytokine storm secondary lung injury,EA,ST36,Modulating the CD39-NLRP3 pathway,ST36
37543295,Brain Res Bull,2023,Rat,Ketamine-induced neuronal injury,EA,"ST36, SP6",Modulation of the CAMK II/CREB pathway,ST36
37516430,Life Sci,2023,Mouse,Obesity,EA,"ST25, CV4, ST36, CV12",Regulation of microglial polarization in the arcuate nucleus,ST36
37531831,Int Immunopharmacol,2023,Mouse,Experimental autoimmune encephalomyelitis (EAE),MA,ST36,Modulation of splenic sympathetic nerve excitability and B cell function,ST36
37517892,J Integr Med,2023,Rat,Acute postoperative pain (APP),EA,"ST36, SP6",Activation of the STING/IFN-1 pathway,ST36
35299694,Front Mol Neurosci,2022,rat,chronic pain,EA,"ST36, SP6",Lateral Hypothalamic (LH) orexin neuronal signaling,ST36
35641558,Sci Rep,2022,mouse,chronic inflammatory pain,EA,ST36,CaMKIIα signaling suppression in cortical pain pathways,ST36
35222419,Front Immunol,2022,mouse,pulmonary inflammatory disease,EA,ST36,α7 nicotinic acetylcholine receptor-mediated inhibition of ferroptosis,ST36
35258777,Neurochem Res,2022,rat,Postoperative cognitive dysfunction (POCD),EA,"LI4, PC6, ST36",Inhibition of mitochondrial injury and neuroapoptosis,ST36
35269441,Cells,2022,mouse,ischemic stroke,EA,"GV20, ST36",Regulation of IL-33/ST2 axis and inhibition of microglia/astrocyte activation,ST36
35281809,Front Genet,2022,rat,atrophic gastritis (CAG),EA,ST36,"Electroacupuncture at ST36 reduces harmful bacteria (Desulfobacterota, Helicobacter) while increasing probiotics (Romboutsia, Oscillospirales), regulating intestinal microbiota and modulating p53, c-myc, and Bcl-2 gene expression to repair gastric mucosa",ST36
35600074,Front Mol Neurosci,2022,mouse,cerebral ischemia,EA,"LU5, LI4, ST36, SP6",Inhibition of NLRP3/caspase-1 pathway to reduce cell pyroptosis and inflammatory response,ST36
35498128,Oxid Med Cell Longev,2022,rat,Complex regional pain syndrome type-I (CRPS-I),EA,"ST36, BL60",Enhancing Nrf2-mediated antioxidative mechanism to reduce local oxidative stress and inflammation,ST36
35435116,Bioengineered,2022,rat,impaired endometrial receptivity,EA,"CV4, ST36",miRNA-223-3p-mediated regulation of leukemia inhibitory factor (LIF)/STAT3 signaling pathway,ST36
35300921,Neuromodulation,2022,mouse,cholestasis,EA,ST36,Activation of the HO-1 cholinergic anti-inflammatory pathway,ST36
35313919,Chin Med,2022,rat,Gastric mucosal lesions,EA,"ST21, ST36","Regulation of central nervous system (CNS) metabolic pathways (energy, neurotransmitters, cells, antioxidation)",ST36
35339642,Gene,2022,rat,autism,EA,ST36,Activation of Nrf2-mediated antioxidant responses,ST36
35341153,Evid Based Complement Alternat Med,2022,mouse,Lung injury,EA,ST36,SIRT1-dependent pathways to exhibit lung protective and anti-inflammation effects,ST36
35535053,J Inflamm Res,2022,rat,sepsis,EA,ST36,Protective effect on T lymphocytes and anti-inflammatory effects by blunting cytokine storm,ST36
35189173,Behav Brain Res,2022,rat,Neuropathic pain,EA,"ST36, SP6",Modulation of infralimbic medial prefrontal cortex activity,ST36
35341159,Evid Based Complement Alternat Med,2022,mouse,Fibromyalgia,EA,ST36,"Attenuation of HMGB1, S100B, and TRPV1 signaling pathways",ST36
35416841,Arq Neuropsiquiatr,2022,rat,Neuropathic pain,EA,ST36,Increased ecto-5'-nucleotidase expression leading to increased adenosine in spinal cord,ST36
35198032,Evid Based Complement Alternat Med,2022,rat,Irritable bowel syndrome (IBS),EA,"ST25, ST36, LR3",Inhibition of EGCs activity through BDNF/TrkB signaling pathway,ST36
35095390,Front Neurosci,2022,mouse,Neuropathic pain,EA,"ST36, SP6",Rostral anterior cingulate cortex-ventrolateral periaqueductal gray circuit modulation,ST36
35154573,Oxid Med Cell Longev,2022,mouse,Cognitive impairment,EA,"GV20, ST36",Regulation of Orexin A-mediated cAMP/PKA/CREB signaling pathway,ST36
35132352,Oxid Med Cell Longev,2022,rat,Peripheral nerve injury,EA,"GB30, ST36",Regulation of exosome-mediated miR-21 transmission,ST36
33638273,Neuromodulation,2022,rat,alcohol use disorder (AUD),EA,"ST36, HT7",Unknown,ST36
34472492,Neural Regen Res,2022,rat,hyperalgesia,EA,"ST36, LR3","Increasing expression of pain-related factors (μ-opioid receptor, β-endorphin, GAD65/67)",ST36
34553631,Acupunct Med,2022,rat,hypertension,EA,ST36,"Attenuation of TNF-α, NO, and 6-keto-PGF1α overproduction, modulation of constitutive NOS and PKC-α, blunting angiogenesis cascade",ST36
34652301,Anesth Analg,2022,mouse,peripheral neuropathy,EA,"BL60, ST36","Spinal neuronal GRK2 upregulation/mediation, inhibiting microglia activation",ST36
34758667,Acupunct Med,2022,rat,Neuropathic pain,EA,"ST36, GB34",Unknown,ST36
34780728,Physiol Behav,2022,mouse,sepsis,EA,"GV20, ST36",Activating eNOS/NO pathway and Aβ downregulation,ST36
34797954,Microb Biotechnol,2022,rat,Spinal cord injury,EA,ST36,Modulation of intestinal microecology and 5-HT system regulation,ST36
34839455,Chin J Integr Med,2022,rat,hypertension,EA,"ST9, LI11, ST36, ST40",Activation of PI3K/Akt and repression of MAPK signaling pathways to attenuate VSMC phenotype transformation,ST36
34892984,Acupunct Med,2022,mouse,Obesity,EA,"ST36, ST44",Regulation of miRNA27a-mediated autophagy-related proteins and white fat browning,ST36
34916440,Neural Regen Res,2022,rat,Cerebral ischemic stroke,EA,"ST36, LI11",Regulation of BDNF/TrkB signal pathway,ST36
34337820,Neuromodulation,2022,rat,Inflammatory pain,EA,"GB30, ST36","Inhibiting glucocorticoid receptor (GR) expression, leading to Nav1.7 expression modulation",ST36
35696012,Mol Neurobiol,2022,mouse,anxiety,EA,"ST36, SP6",Dopamine receptor D1/D2 regulation in basolateral amygdala,ST36
34981123,Biosci Rep,2022,mouse,type 2 diabetes mellitus,EA,"BL13, BL20, BL23, LI4, ST36, SL6, LR3","Regulation of PPAR signaling pathway, fatty acid biosynthesis/metabolism, fat digestion/absorption",ST36
35015875,J Neuropathol Exp Neurol,2022,rat,autism,EA,ST36,Inhibition of TXNIP-mediated activation of NLRP3 inflammasome,ST36
35016152,J Surg Res,2022,mouse,hippocampal injury,EA,"ST36, GV20",Regulation of HO-1-mediated mitochondrial function,ST36
35028961,Biomed Chromatogr,2022,rat,hypertension,EA,"LR3, ST36","Regulation of primary bile acid biosynthesis, bile secretion, tryptophan metabolism pathways",ST36
35034504,Acupunct Med,2022,rat,obesity with insulin resistance (IR),EA,"ST36, SP6",Regulation of AMPK/mTORC1/p70S6K signaling pathway,ST36
35044840,Acupunct Med,2022,mouse,Post-traumatic stress disorder (PTSD),"EA, MA","GV20, ST36",Modulation of amygdala CRH/CRHR1 signaling,ST36
35046719,J Pain Res,2022,rat,Osteoarthritis,MA,ST36,Inhibition of inflammation and bone destruction,ST36
35087621,Oxid Med Cell Longev,2022,rat,"anxiety, mood disorders",EA,"ST36, SP6",Inhibition of hippocampal inflammatory response and metabolic disorders,ST36
35087687,Int J Hypertens,2022,rat,hypertension,EA,"ST36, ST40",Modulation of neuropeptide Y (NPY) function within the paraventricular nucleus (PVN) to suppress sympathetic activities,ST36
35100811,Acupunct Med,2022,rat,Neuropathic pain,EA,"ST36, BL60",Upregulation of basic fibroblast growth factor (bFGF) expression to improve synaptic plasticity,ST36
35115050,Biol Res,2022,mouse,Inflammatory pain,EA,"BL60, ST36",Regulation of spinal neuronal GRK2 to mediate microglial activation and neuroinflammation,ST36
35693886,Front Cell Neurosci,2022,rat,Complex regional pain syndrome type-I (CRPS-I),EA,"ST36, BL60",NLRP3 inflammasome activation suppression,ST36
35620269,Dis Markers,2022,rat,bone cancer pain,EA,"ST36, BL60",Inhibition of PI3K/Akt signaling pathway (combined with BQ-123),ST36
35704659,PLoS One,2022,rat,polycystic ovary syndrome,EA,"SP6, ST36, CV6",Hypothalamic NPY and ghrelin level regulation,ST36
36094150,Anat Rec (Hoboken),2022,mouse,Postoperative cognitive dysfunction (POCD),EA,"ST36, LI11, GV20, GV14",Gut microbial dysbiosis modulation and BBB/intestinal barrier restoration,ST36
36101343,Biology (Basel),2022,mouse,Ulcerative Colitis,EA,ST36,"Gut microbiota, VPAC2, and intestinal tight junction regulation",ST36
36105292,Front Physiol,2022,rat,IBS-D,EA,"ST25, ST36, LR3","Electroacupuncture downregulates submucosal enteric glial cell-derived S-nitrosoglutathione (GSNO), upregulating tight junction proteins ZO-1 and occludin to restore intestinal barrier integrity",ST36
36116529,Life Sci,2022,mouse,Obesity,EA,"ST36, ST25, CV4, V12","Intestinal defensin promotion, dysbiotic cecal microbiota rescue, lipid absorption reduction",ST36
36133809,Front Pharmacol,2022,mouse,itch,EA,"LI4, LI11, SP10, ST36","CB1 receptor activation on glutamatergic neurons and inhibition on GABAergic neurons in vlPAG, inhibiting 5-HT release",ST36
36160326,Neural Plast,2022,mouse,Neuropathic pain,EA,"ST36, GB30",Endocannabinoid system activation in spinal cord,ST36
36160853,Front Physiol,2022,mouse,sepsis,EA,"PC6, ST36",Calpain-2/STAT3 pathway inhibition,ST36
36195536,J Diabetes,2022,mouse,type 2 diabetes,EA,ST36,"Intestinal motility promotion, gut flora regulation, IKKβ/NF-κB-JNK-IRS-1-AKT pathway modulation",ST36
36248405,Evid Based Complement Alternat Med,2022,rat,Neuropathic pain,EA,"ST36, GB34",GABAA receptor modulation and microglial activation inhibition,ST36
36310624,Evid Based Complement Alternat Med,2022,rat,Lung injury,EA,"ST36, LU5",LC3-II/I and Beclin 1 expression downregulation,ST36
36313024,Front Aging Neurosci,2022,mouse,Alzheimer's disease,MA,"GV20, GV29, ST36",Gut microbiota adjustment to reduce LPS and systemic inflammation,ST36
36313328,Front Pharmacol,2022,rat,Obesity,EA,"CV12, ST25, ST36, SP6","Electroacupuncture reduces obesity by demethylating the TSC1 promoter, suppressing hypothalamic mTOR/p70S6K signaling, and restoring autophagy (Beclin-1, LC3, p62) to decrease food intake and fat accumulation",ST36
36317104,Evid Based Complement Alternat Med,2022,rat,Pancreatitis,EA,ST36,Cholinergic neuron proportion increase in myenteric ganglia,ST36
36389227,Front Neurosci,2022,rat,incisional pain,EA,"LI18, LI4, PC6, ST36, GB34",Suppressing neuronal-glial interaction and upregulating glutamate transporters,ST36
35719137,Neural Plast,2022,rat,Neuropathic pain,EA,"ST36, GB34",miR-206-3p/BDNF pathway modulation,ST36
36424737,J Integr Neurosci,2022,rat,ischemic stroke,EA,"ST36, LI11",Increased functional connectivity of cortico-striatal network,ST36
36440366,Biomed Res Int,2022,rat,ischemic stroke,EA,"ST36, PC6",mTOR signaling pathway regulation and neuroplasticity activation,ST36
36459592,Acta Biochim Pol,2022,rat,Vascular dementia,MA,"GV20, ST36",miR-143-3p suppression,ST36
